Order_date_SK,orderDate,Year,Quarter,Month,Week,FiscalYear,FiscalQuarter,FiscalMonth,FiscalWeek
20543,5/12/2010,2010,2,5,20,2011,1,2,32
20544,9/8/2007,2007,3,9,36,2008,2,6,48
20545,8/25/2006,2006,3,8,34,2007,2,5,46
20546,8/25/2006,2006,3,8,34,2007,2,5,46
20547,3/27/2009,2009,1,3,13,2009,4,12,25
20548,3/13/2009,2009,1,3,11,2009,4,12,51
20549,3/13/2009,2009,1,3,11,2009,4,12,51
20550,3/9/2009,2009,1,3,11,2009,4,12,51
20551,10/15/2006,2006,4,10,42,2007,3,7,54
20552,10/15/2006,2006,4,10,42,2007,3,7,54
20553,3/9/2009,2009,1,3,11,2009,4,12,51
20554,3/9/2009,2009,1,3,11,2009,4,12,51
20555,3/9/2009,2009,1,3,11,2009,4,12,51
20556,3/16/2009,2009,1,3,12,2009,4,12,24
20557,3/16/2009,2009,1,3,12,2009,4,12,24
20558,3/9/2009,2009,1,3,11,2009,4,12,51
20559,3/24/2009,2009,1,3,13,2009,4,12,25
20560,3/24/2009,2009,1,3,13,2009,4,12,25
20561,7/20/2006,2006,3,7,29,2007,2,4,41
20562,8/4/2006,2006,3,8,31,2007,2,5,43
20563,8/8/2006,2006,3,8,32,2007,2,5,44
20564,8/8/2006,2006,3,8,32,2007,2,5,44
20565,7/26/2006,2006,3,7,30,2007,2,4,42
20566,7/26/2006,2006,3,7,30,2007,2,4,42
20567,7/21/2006,2006,3,7,29,2007,2,4,41
20568,8/2/2006,2006,3,8,31,2007,2,5,43
20569,12/6/2006,2006,4,12,49,2007,3,9,61
20570,8/7/2006,2006,3,8,32,2007,2,5,44
20571,8/7/2006,2006,3,8,32,2007,2,5,44
20572,12/15/2006,2006,4,12,50,2007,3,9,62
20573,12/8/2006,2006,4,12,49,2007,3,9,61
20574,1/21/2009,2009,1,1,4,2009,4,10,44
20575,1/21/2009,2009,1,1,4,2009,4,10,44
20576,2/6/2009,2009,1,2,6,2009,4,11,46
20577,1/17/2009,2009,1,1,3,2009,4,10,43
20578,1/17/2009,2009,1,1,3,2009,4,10,43
20579,1/17/2009,2009,1,1,3,2009,4,10,43
20580,1/29/2009,2009,1,1,5,2009,4,10,45
20581,2/7/2009,2009,1,2,6,2009,4,11,46
20582,2/7/2009,2009,1,2,6,2009,4,11,46
20583,2/7/2009,2009,1,2,6,2009,4,11,46
20584,2/7/2009,2009,1,2,6,2009,4,11,46
20585,2/7/2009,2009,1,2,6,2009,4,11,46
20586,2/7/2009,2009,1,2,6,2009,4,11,46
20587,2/15/2009,2009,1,2,8,2009,4,11,48
20588,12/29/2009,2009,4,12,1,2010,3,9,41
20589,12/29/2009,2009,4,12,1,2010,3,9,41
20590,1/12/2010,2010,1,1,3,2010,4,10,43
20591,1/12/2010,2010,1,1,3,2010,4,10,43
20592,1/5/2010,2010,1,1,2,2010,4,10,42
20593,1/5/2010,2010,1,1,2,2010,4,10,42
20594,1/18/2010,2010,1,1,4,2010,4,10,44
20595,1/18/2010,2010,1,1,4,2010,4,10,44
20596,4/23/2010,2010,2,4,17,2011,1,1,29
20597,4/23/2010,2010,2,4,17,2011,1,1,29
20598,4/15/2010,2010,2,4,16,2011,1,1,28
20599,4/15/2010,2010,2,4,16,2011,1,1,28
20600,4/30/2010,2010,2,4,18,2011,1,1,30
20601,4/30/2010,2010,2,4,18,2011,1,1,30
20602,4/30/2010,2010,2,4,18,2011,1,1,30
20603,4/24/2010,2010,2,4,17,2011,1,1,29
20604,5/3/2010,2010,2,5,19,2011,1,2,31
20605,5/3/2010,2010,2,5,19,2011,1,2,31
20606,4/21/2010,2010,2,4,17,2011,1,1,29
20607,4/2/2010,2010,2,4,14,2011,1,1,26
20608,9/3/2009,2009,3,9,36,2010,2,6,48
20609,9/3/2009,2009,3,9,36,2010,2,6,48
20610,3/8/2010,2010,1,3,11,2010,4,12,51
20611,3/8/2010,2010,1,3,11,2010,4,12,51
20612,3/8/2010,2010,1,3,11,2010,4,12,51
20613,3/8/2010,2010,1,3,11,2010,4,12,51
20614,3/9/2010,2010,1,3,11,2010,4,12,51
20615,3/9/2010,2010,1,3,11,2010,4,12,51
20616,3/5/2010,2010,1,3,10,2010,4,12,50
20617,3/7/2010,2010,1,3,11,2010,4,12,51
20618,3/7/2010,2010,1,3,11,2010,4,12,51
20619,3/7/2010,2010,1,3,11,2010,4,12,51
20620,3/7/2010,2010,1,3,11,2010,4,12,51
20621,3/2/2010,2010,1,3,10,2010,4,12,50
20622,3/28/2010,2010,1,3,14,2010,4,12,26
20623,7/23/2006,2006,3,7,30,2007,2,4,42
20624,7/23/2006,2006,3,7,30,2007,2,4,42
20625,8/13/2006,2006,3,8,33,2007,2,5,45
20626,6/16/2005,2005,2,6,25,2006,1,3,37
20627,12/23/2005,2005,4,12,52,2006,3,9,64
20628,12/28/2005,2005,4,12,53,2006,3,9,65
20629,2/8/2009,2009,1,2,7,2009,4,11,47
20630,2/8/2009,2009,1,2,7,2009,4,11,47
20631,2/8/2009,2009,1,2,7,2009,4,11,47
20632,11/13/2006,2006,4,11,46,2007,3,8,58
20633,12/1/2006,2006,4,12,48,2007,3,9,60
20634,12/1/2006,2006,4,12,48,2007,3,9,60
20635,9/22/2009,2009,3,9,39,2010,2,6,51
20636,11/19/2006,2006,4,11,47,2007,3,8,59
20637,11/12/2006,2006,4,11,46,2007,3,8,58
20638,11/12/2006,2006,4,11,46,2007,3,8,58
20639,6/27/2005,2005,2,6,27,2006,1,3,39
20640,6/23/2010,2010,2,6,26,2011,1,3,38
20641,6/23/2010,2010,2,6,26,2011,1,3,38
20642,8/31/2009,2009,3,8,36,2010,2,5,48
20643,8/19/2005,2005,3,8,34,2006,2,5,46
20644,9/10/2009,2009,3,9,37,2010,2,6,49
20645,9/13/2009,2009,3,9,38,2010,2,6,50
20646,12/15/2005,2005,4,12,51,2006,3,9,63
20647,9/9/2009,2009,3,9,37,2010,2,6,49
20648,9/9/2009,2009,3,9,37,2010,2,6,49
20649,8/28/2009,2009,3,8,35,2010,2,5,47
20650,9/4/2009,2009,3,9,36,2010,2,6,48
20651,7/11/2005,2005,3,7,29,2006,2,4,41
20652,6/29/2010,2010,2,6,27,2011,1,3,39
20653,12/3/2009,2009,4,12,49,2010,3,9,61
20654,12/3/2009,2009,4,12,49,2010,3,9,61
20655,12/3/2009,2009,4,12,49,2010,3,9,61
20656,10/26/2009,2009,4,10,44,2010,3,7,56
20657,10/26/2009,2009,4,10,44,2010,3,7,56
20658,12/1/2009,2009,4,12,49,2010,3,9,61
20659,12/1/2009,2009,4,12,49,2010,3,9,61
20660,1/19/2010,2010,1,1,4,2010,4,10,44
20661,1/19/2010,2010,1,1,4,2010,4,10,44
20662,1/19/2010,2010,1,1,4,2010,4,10,44
20663,10/1/2005,2005,4,10,40,2006,3,7,52
20664,1/19/2010,2010,1,1,4,2010,4,10,44
20665,2/4/2010,2010,1,2,6,2010,4,11,46
20666,2/4/2010,2010,1,2,6,2010,4,11,46
20667,1/21/2010,2010,1,1,4,2010,4,10,44
20668,1/21/2010,2010,1,1,4,2010,4,10,44
20669,3/13/2007,2007,1,3,11,2007,4,12,51
20670,9/11/2005,2005,3,9,38,2006,2,6,50
20671,3/23/2007,2007,1,3,12,2007,4,12,24
20672,2/13/2010,2010,1,2,7,2010,4,11,47
20673,10/1/2005,2005,4,10,40,2006,3,7,52
20674,10/1/2005,2005,4,10,40,2006,3,7,52
20675,3/23/2005,2005,1,3,13,2005,4,12,25
20676,3/23/2005,2005,1,3,13,2005,4,12,25
20677,3/23/2005,2005,1,3,13,2005,4,12,25
20678,4/9/2005,2005,2,4,15,2006,1,1,27
20679,4/9/2005,2005,2,4,15,2006,1,1,27
20680,4/13/2006,2006,2,4,15,2007,1,1,27
20681,4/13/2006,2006,2,4,15,2007,1,1,27
20682,4/13/2006,2006,2,4,15,2007,1,1,27
20683,4/13/2006,2006,2,4,15,2007,1,1,27
20684,4/11/2006,2006,2,4,15,2007,1,1,27
20685,4/11/2006,2006,2,4,15,2007,1,1,27
20686,4/7/2006,2006,2,4,14,2007,1,1,26
20687,4/7/2006,2006,2,4,14,2007,1,1,26
20688,4/7/2006,2006,2,4,14,2007,1,1,26
20689,4/6/2006,2006,2,4,14,2007,1,1,26
20690,7/24/2009,2009,3,7,30,2010,2,4,42
20691,7/24/2009,2009,3,7,30,2010,2,4,42
20692,7/24/2009,2009,3,7,30,2010,2,4,42
20693,7/24/2009,2009,3,7,30,2010,2,4,42
20694,4/10/2006,2006,2,4,15,2007,1,1,27
20695,4/10/2006,2006,2,4,15,2007,1,1,27
20696,4/5/2006,2006,2,4,14,2007,1,1,26
20697,4/15/2006,2006,2,4,15,2007,1,1,27
20698,9/6/2007,2007,3,9,36,2008,2,6,48
20699,12/19/2005,2005,4,12,52,2006,3,9,64
20700,9/19/2007,2007,3,9,38,2008,2,6,50
20701,12/1/2005,2005,4,12,49,2006,3,9,61
20702,11/20/2005,2005,4,11,48,2006,3,8,60
20703,11/20/2005,2005,4,11,48,2006,3,8,60
20704,9/11/2007,2007,3,9,37,2008,2,6,49
20705,1/12/2007,2007,1,1,2,2007,4,10,42
20706,10/5/2007,2007,4,10,40,2008,3,7,52
20707,10/5/2007,2007,4,10,40,2008,3,7,52
20708,10/5/2007,2007,4,10,40,2008,3,7,52
20709,4/27/2010,2010,2,4,18,2011,1,1,30
20710,4/29/2010,2010,2,4,18,2011,1,1,30
20711,4/29/2010,2010,2,4,18,2011,1,1,30
20712,11/18/2007,2007,4,11,47,2008,3,8,59
20713,11/18/2007,2007,4,11,47,2008,3,8,59
20714,11/18/2007,2007,4,11,47,2008,3,8,59
20715,11/18/2007,2007,4,11,47,2008,3,8,59
20716,12/12/2005,2005,4,12,51,2006,3,9,63
20717,12/8/2005,2005,4,12,50,2006,3,9,62
20718,12/8/2005,2005,4,12,50,2006,3,9,62
20719,9/2/2010,2010,3,9,36,2011,2,6,48
20720,12/9/2009,2009,4,12,50,2010,3,9,62
20721,7/6/2008,2008,3,7,28,2009,2,4,40
20722,12/4/2009,2009,4,12,49,2010,3,9,61
20723,12/21/2009,2009,4,12,52,2010,3,9,64
20724,12/21/2009,2009,4,12,52,2010,3,9,64
20725,12/11/2009,2009,4,12,50,2010,3,9,62
20726,12/11/2009,2009,4,12,50,2010,3,9,62
20727,11/25/2009,2009,4,11,48,2010,3,8,60
20728,6/18/2005,2005,2,6,25,2006,1,3,37
20729,12/10/2009,2009,4,12,50,2010,3,9,62
20730,12/16/2009,2009,4,12,51,2010,3,9,63
20731,7/21/2005,2005,3,7,30,2006,2,4,42
20732,7/21/2005,2005,3,7,30,2006,2,4,42
20733,8/23/2009,2009,3,8,35,2010,2,5,47
20734,12/25/2009,2009,4,12,52,2010,3,9,64
20735,6/29/2006,2006,2,6,26,2007,1,3,38
20736,7/8/2006,2006,3,7,27,2007,2,4,39
20737,7/8/2006,2006,3,7,27,2007,2,4,39
20738,6/21/2008,2008,2,6,25,2009,1,3,37
20739,6/21/2008,2008,2,6,25,2009,1,3,37
20740,6/21/2008,2008,2,6,25,2009,1,3,37
20741,12/13/2009,2009,4,12,51,2010,3,9,63
20742,12/13/2009,2009,4,12,51,2010,3,9,63
20743,12/13/2009,2009,4,12,51,2010,3,9,63
20744,12/11/2009,2009,4,12,50,2010,3,9,62
20745,12/11/2009,2009,4,12,50,2010,3,9,62
20746,6/12/2006,2006,2,6,24,2007,1,3,36
20747,7/17/2005,2005,3,7,30,2006,2,4,42
20748,6/18/2006,2006,2,6,25,2007,1,3,37
20749,6/18/2006,2006,2,6,25,2007,1,3,37
20750,7/4/2006,2006,3,7,27,2007,2,4,39
20751,7/4/2006,2006,3,7,27,2007,2,4,39
20752,7/2/2006,2006,3,7,27,2007,2,4,39
20753,7/2/2006,2006,3,7,27,2007,2,4,39
20754,7/2/2006,2006,3,7,27,2007,2,4,39
20755,7/2/2006,2006,3,7,27,2007,2,4,39
20756,10/30/2006,2006,4,10,44,2007,3,7,56
20757,10/30/2006,2006,4,10,44,2007,3,7,56
20758,12/17/2009,2009,4,12,51,2010,3,9,63
20759,12/17/2009,2009,4,12,51,2010,3,9,63
20760,7/11/2006,2006,3,7,28,2007,2,4,40
20761,7/11/2006,2006,3,7,28,2007,2,4,40
20762,7/11/2006,2006,3,7,28,2007,2,4,40
20763,6/16/2007,2007,2,6,24,2008,1,3,36
20764,6/16/2007,2007,2,6,24,2008,1,3,36
20765,6/16/2007,2007,2,6,24,2008,1,3,36
20766,8/28/2006,2006,3,8,35,2007,2,5,47
20767,8/27/2006,2006,3,8,35,2007,2,5,47
20768,8/27/2006,2006,3,8,35,2007,2,5,47
20769,10/14/2008,2008,4,10,42,2009,3,7,54
20770,5/28/2006,2006,2,5,22,2007,1,2,34
20771,1/10/2006,2006,1,1,2,2006,4,10,42
20772,9/1/2006,2006,3,9,35,2007,2,6,47
20773,9/1/2006,2006,3,9,35,2007,2,6,47
20774,5/20/2006,2006,2,5,20,2007,1,2,32
20775,5/20/2006,2006,2,5,20,2007,1,2,32
20776,5/20/2006,2006,2,5,20,2007,1,2,32
20777,5/20/2006,2006,2,5,20,2007,1,2,32
20778,8/25/2006,2006,3,8,34,2007,2,5,46
20779,8/25/2006,2006,3,8,34,2007,2,5,46
20780,9/10/2006,2006,3,9,37,2007,2,6,49
20781,9/10/2006,2006,3,9,37,2007,2,6,49
20782,9/10/2006,2006,3,9,37,2007,2,6,49
20783,7/13/2007,2007,3,7,28,2008,2,4,40
20784,3/15/2010,2010,1,3,12,2010,4,12,24
20785,3/10/2010,2010,1,3,11,2010,4,12,51
20786,3/10/2010,2010,1,3,11,2010,4,12,51
20787,3/10/2010,2010,1,3,11,2010,4,12,51
20788,6/18/2007,2007,2,6,25,2008,1,3,37
20789,6/18/2007,2007,2,6,25,2008,1,3,37
20790,3/23/2010,2010,1,3,13,2010,4,12,25
20791,3/23/2010,2010,1,3,13,2010,4,12,25
20792,3/23/2010,2010,1,3,13,2010,4,12,25
20793,3/8/2010,2010,1,3,11,2010,4,12,51
20794,3/30/2010,2010,1,3,14,2010,4,12,26
20795,3/19/2010,2010,1,3,12,2010,4,12,24
20796,6/2/2008,2008,2,6,23,2009,1,3,35
20797,9/16/2006,2006,3,9,37,2007,2,6,49
20798,11/24/2007,2007,4,11,47,2008,3,8,59
20799,11/24/2007,2007,4,11,47,2008,3,8,59
20800,11/24/2007,2007,4,11,47,2008,3,8,59
20801,11/27/2007,2007,4,11,48,2008,3,8,60
20802,11/27/2007,2007,4,11,48,2008,3,8,60
20803,11/18/2007,2007,4,11,47,2008,3,8,59
20804,11/18/2007,2007,4,11,47,2008,3,8,59
20805,8/1/2008,2008,3,8,31,2009,2,5,43
20806,8/1/2008,2008,3,8,31,2009,2,5,43
20807,12/3/2007,2007,4,12,49,2008,3,9,61
20808,12/3/2007,2007,4,12,49,2008,3,9,61
20809,11/8/2007,2007,4,11,45,2008,3,8,57
20810,11/8/2007,2007,4,11,45,2008,3,8,57
20811,11/8/2007,2007,4,11,45,2008,3,8,57
20812,9/30/2007,2007,3,9,40,2008,2,6,52
20813,11/15/2007,2007,4,11,46,2008,3,8,58
20814,11/10/2007,2007,4,11,45,2008,3,8,57
20815,8/8/2008,2008,3,8,32,2009,2,5,44
20816,8/8/2008,2008,3,8,32,2009,2,5,44
20817,8/8/2008,2008,3,8,32,2009,2,5,44
20818,4/21/2010,2010,2,4,17,2011,1,1,29
20819,4/21/2010,2010,2,4,17,2011,1,1,29
20820,1/1/2006,2006,1,1,1,2006,4,10,41
20821,7/25/2008,2008,3,7,30,2009,2,4,42
20822,7/17/2006,2006,3,7,29,2007,2,4,41
20823,7/17/2006,2006,3,7,29,2007,2,4,41
20824,4/20/2006,2006,2,4,16,2007,1,1,28
20825,8/14/2008,2008,3,8,33,2009,2,5,45
20826,2/25/2006,2006,1,2,8,2006,4,11,48
20827,2/25/2006,2006,1,2,8,2006,4,11,48
20828,2/26/2006,2006,1,2,9,2006,4,11,49
20829,6/10/2009,2009,2,6,24,2010,1,3,36
20830,6/10/2009,2009,2,6,24,2010,1,3,36
20831,6/10/2009,2009,2,6,24,2010,1,3,36
20832,2/23/2006,2006,1,2,8,2006,4,11,48
20833,3/8/2006,2006,1,3,10,2006,4,12,50
20834,3/8/2006,2006,1,3,10,2006,4,12,50
20835,5/20/2010,2010,2,5,21,2011,1,2,33
20836,5/20/2010,2010,2,5,21,2011,1,2,33
20837,3/15/2006,2006,1,3,11,2006,4,12,51
20838,3/15/2006,2006,1,3,11,2006,4,12,51
20839,7/27/2008,2008,3,7,31,2009,2,4,43
20840,7/26/2008,2008,3,7,30,2009,2,4,42
20841,7/26/2008,2008,3,7,30,2009,2,4,42
20842,3/29/2007,2007,1,3,13,2007,4,12,25
20843,3/29/2007,2007,1,3,13,2007,4,12,25
20844,3/12/2006,2006,1,3,11,2006,4,12,51
20845,11/23/2007,2007,4,11,47,2008,3,8,59
20846,11/23/2007,2007,4,11,47,2008,3,8,59
20847,11/23/2007,2007,4,11,47,2008,3,8,59
20848,11/23/2007,2007,4,11,47,2008,3,8,59
20849,11/23/2007,2007,4,11,47,2008,3,8,59
20850,10/23/2005,2005,4,10,44,2006,3,7,56
20851,7/2/2007,2007,3,7,27,2008,2,4,39
20852,3/16/2008,2008,1,3,12,2008,4,12,24
20853,3/28/2008,2008,1,3,13,2008,4,12,25
20854,3/11/2008,2008,1,3,11,2008,4,12,51
20855,3/11/2008,2008,1,3,11,2008,4,12,51
20856,3/11/2008,2008,1,3,11,2008,4,12,51
20857,3/11/2008,2008,1,3,11,2008,4,12,51
20858,3/11/2008,2008,1,3,11,2008,4,12,51
20859,3/13/2008,2008,1,3,11,2008,4,12,51
20860,5/29/2010,2010,2,5,22,2011,1,2,34
20861,5/29/2010,2010,2,5,22,2011,1,2,34
20862,8/15/2008,2008,3,8,33,2009,2,5,45
20863,9/6/2008,2008,3,9,36,2009,2,6,48
20864,8/23/2008,2008,3,8,34,2009,2,5,46
20865,3/19/2009,2009,1,3,12,2009,4,12,24
20866,3/19/2009,2009,1,3,12,2009,4,12,24
20867,5/6/2010,2010,2,5,19,2011,1,2,31
20868,5/6/2010,2010,2,5,19,2011,1,2,31
20869,5/6/2010,2010,2,5,19,2011,1,2,31
20870,5/6/2010,2010,2,5,19,2011,1,2,31
20871,12/23/2008,2008,4,12,52,2009,3,9,64
20872,7/2/2010,2010,3,7,27,2011,2,4,39
20873,7/2/2010,2010,3,7,27,2011,2,4,39
20874,7/20/2006,2006,3,7,29,2007,2,4,41
20875,8/4/2006,2006,3,8,31,2007,2,5,43
20876,5/29/2010,2010,2,5,22,2011,1,2,34
20877,5/30/2010,2010,2,5,23,2011,1,2,35
20878,5/30/2010,2010,2,5,23,2011,1,2,35
20879,5/30/2010,2010,2,5,23,2011,1,2,35
20880,7/11/2006,2006,3,7,28,2007,2,4,40
20881,7/25/2006,2006,3,7,30,2007,2,4,42
20882,7/21/2006,2006,3,7,29,2007,2,4,41
20883,7/21/2006,2006,3,7,29,2007,2,4,41
20884,7/21/2006,2006,3,7,29,2007,2,4,41
20885,7/21/2006,2006,3,7,29,2007,2,4,41
20886,8/4/2006,2006,3,8,31,2007,2,5,43
20887,7/16/2006,2006,3,7,29,2007,2,4,41
20888,7/28/2006,2006,3,7,30,2007,2,4,42
20889,3/10/2009,2009,1,3,11,2009,4,12,51
20890,1/13/2006,2006,1,1,2,2006,4,10,42
20891,1/13/2006,2006,1,1,2,2006,4,10,42
20892,1/13/2006,2006,1,1,2,2006,4,10,42
20893,4/14/2006,2006,2,4,15,2007,1,1,27
20894,1/30/2005,2005,1,1,6,2005,4,10,46
20895,1/21/2005,2005,1,1,4,2005,4,10,44
20896,1/21/2005,2005,1,1,4,2005,4,10,44
20897,1/21/2005,2005,1,1,4,2005,4,10,44
20898,3/23/2009,2009,1,3,13,2009,4,12,25
20899,6/15/2007,2007,2,6,24,2008,1,3,36
20900,6/15/2007,2007,2,6,24,2008,1,3,36
20901,6/15/2007,2007,2,6,24,2008,1,3,36
20902,6/3/2007,2007,2,6,23,2008,1,3,35
20903,6/3/2007,2007,2,6,23,2008,1,3,35
20904,6/22/2007,2007,2,6,25,2008,1,3,37
20905,6/22/2007,2007,2,6,25,2008,1,3,37
20906,5/29/2007,2007,2,5,22,2008,1,2,34
20907,6/23/2007,2007,2,6,25,2008,1,3,37
20908,6/13/2007,2007,2,6,24,2008,1,3,36
20909,6/24/2007,2007,2,6,26,2008,1,3,38
20910,6/24/2007,2007,2,6,26,2008,1,3,38
20911,6/12/2007,2007,2,6,24,2008,1,3,36
20912,6/12/2007,2007,2,6,24,2008,1,3,36
20913,12/24/2004,2004,4,12,52,2005,3,9,64
20914,12/24/2004,2004,4,12,52,2005,3,9,64
20915,5/31/2010,2010,2,5,23,2011,1,2,35
20916,5/31/2010,2010,2,5,23,2011,1,2,35
20917,1/15/2005,2005,1,1,3,2005,4,10,43
20918,2/4/2007,2007,1,2,6,2007,4,11,46
20919,12/30/2004,2004,4,12,1,2005,3,9,41
20920,12/30/2004,2004,4,12,1,2005,3,9,41
20921,1/16/2005,2005,1,1,4,2005,4,10,44
20922,5/6/2008,2008,2,5,19,2009,1,2,31
20923,5/24/2008,2008,2,5,21,2009,1,2,33
20924,5/24/2008,2008,2,5,21,2009,1,2,33
20925,10/26/2008,2008,4,10,44,2009,3,7,56
20926,1/21/2007,2007,1,1,4,2007,4,10,44
20927,10/25/2008,2008,4,10,43,2009,3,7,55
20928,11/3/2008,2008,4,11,45,2009,3,8,57
20929,11/3/2008,2008,4,11,45,2009,3,8,57
20930,11/5/2008,2008,4,11,45,2009,3,8,57
20931,11/5/2008,2008,4,11,45,2009,3,8,57
20932,11/5/2008,2008,4,11,45,2009,3,8,57
20933,11/6/2008,2008,4,11,45,2009,3,8,57
20934,11/15/2008,2008,4,11,46,2009,3,8,58
20935,11/15/2008,2008,4,11,46,2009,3,8,58
20936,12/31/2005,2005,4,12,53,2006,3,9,65
20937,5/4/2008,2008,2,5,19,2009,1,2,31
20938,5/3/2008,2008,2,5,18,2009,1,2,30
20939,1/30/2010,2010,1,1,5,2010,4,10,45
20940,4/13/2006,2006,2,4,15,2007,1,1,27
20941,4/13/2006,2006,2,4,15,2007,1,1,27
20942,3/1/2009,2009,1,3,10,2009,4,12,50
20943,1/9/2005,2005,1,1,3,2005,4,10,43
20944,1/9/2005,2005,1,1,3,2005,4,10,43
20945,1/9/2005,2005,1,1,3,2005,4,10,43
20946,1/4/2006,2006,1,1,1,2006,4,10,41
20947,10/14/2006,2006,4,10,41,2007,3,7,53
20948,10/14/2006,2006,4,10,41,2007,3,7,53
20949,10/14/2006,2006,4,10,41,2007,3,7,53
20950,1/15/2009,2009,1,1,3,2009,4,10,43
20951,12/28/2008,2008,4,12,1,2009,3,9,41
20952,12/25/2008,2008,4,12,52,2009,3,9,64
20953,12/25/2008,2008,4,12,52,2009,3,9,64
20954,12/25/2008,2008,4,12,52,2009,3,9,64
20955,12/30/2008,2008,4,12,1,2009,3,9,41
20956,1/19/2009,2009,1,1,4,2009,4,10,44
20957,5/1/2008,2008,2,5,18,2009,1,2,30
20958,10/14/2007,2007,4,10,42,2008,3,7,54
20959,10/14/2007,2007,4,10,42,2008,3,7,54
20960,12/30/2008,2008,4,12,1,2009,3,9,41
20961,1/17/2005,2005,1,1,4,2005,4,10,44
20962,1/17/2005,2005,1,1,4,2005,4,10,44
20963,1/17/2005,2005,1,1,4,2005,4,10,44
20964,9/18/2005,2005,3,9,39,2006,2,6,51
20965,9/7/2005,2005,3,9,37,2006,2,6,49
20966,2/28/2006,2006,1,2,9,2006,4,11,49
20967,2/28/2006,2006,1,2,9,2006,4,11,49
20968,7/18/2006,2006,3,7,29,2007,2,4,41
20969,10/23/2006,2006,4,10,43,2007,3,7,55
20970,8/27/2005,2005,3,8,35,2006,2,5,47
20971,8/27/2005,2005,3,8,35,2006,2,5,47
20972,8/26/2005,2005,3,8,35,2006,2,5,47
20973,9/9/2005,2005,3,9,37,2006,2,6,49
20974,9/12/2009,2009,3,9,37,2010,2,6,49
20975,2/24/2006,2006,1,2,8,2006,4,11,48
20976,6/24/2007,2007,2,6,26,2008,1,3,38
20977,6/14/2005,2005,2,6,25,2006,1,3,37
20978,6/23/2007,2007,2,6,25,2008,1,3,37
20979,6/6/2007,2007,2,6,23,2008,1,3,35
20980,7/1/2007,2007,3,7,27,2008,2,4,39
20981,7/1/2007,2007,3,7,27,2008,2,4,39
20982,6/14/2005,2005,2,6,25,2006,1,3,37
20983,6/5/2005,2005,2,6,24,2006,1,3,36
20984,6/20/2007,2007,2,6,25,2008,1,3,37
20985,6/7/2005,2005,2,6,24,2006,1,3,36
20986,6/4/2005,2005,2,6,23,2006,1,3,35
20987,6/4/2005,2005,2,6,23,2006,1,3,35
20988,6/4/2005,2005,2,6,23,2006,1,3,35
20989,5/31/2005,2005,2,5,23,2006,1,2,35
20990,5/31/2005,2005,2,5,23,2006,1,2,35
20991,10/23/2008,2008,4,10,43,2009,3,7,55
20992,2/21/2007,2007,1,2,8,2007,4,11,48
20993,2/21/2007,2007,1,2,8,2007,4,11,48
20994,2/21/2007,2007,1,2,8,2007,4,11,48
20995,1/23/2010,2010,1,1,4,2010,4,10,44
20996,1/23/2010,2010,1,1,4,2010,4,10,44
20997,1/21/2010,2010,1,1,4,2010,4,10,44
20998,11/2/2008,2008,4,11,45,2009,3,8,57
20999,11/2/2008,2008,4,11,45,2009,3,8,57
21000,2/14/2007,2007,1,2,7,2007,4,11,47
21001,10/19/2008,2008,4,10,43,2009,3,7,55
21002,10/19/2008,2008,4,10,43,2009,3,7,55
21003,3/12/2007,2007,1,3,11,2007,4,12,51
21004,1/10/2010,2010,1,1,3,2010,4,10,43
21005,1/10/2010,2010,1,1,3,2010,4,10,43
21006,1/4/2010,2010,1,1,2,2010,4,10,42
21007,1/4/2010,2010,1,1,2,2010,4,10,42
21008,12/14/2008,2008,4,12,51,2009,3,9,63
21009,12/14/2008,2008,4,12,51,2009,3,9,63
21010,11/28/2008,2008,4,11,48,2009,3,8,60
21011,11/28/2008,2008,4,11,48,2009,3,8,60
21012,1/13/2010,2010,1,1,3,2010,4,10,43
21013,1/22/2010,2010,1,1,4,2010,4,10,44
21014,1/22/2010,2010,1,1,4,2010,4,10,44
21015,1/22/2010,2010,1,1,4,2010,4,10,44
21016,1/24/2010,2010,1,1,5,2010,4,10,45
21017,12/18/2008,2008,4,12,51,2009,3,9,63
21018,7/1/2006,2006,3,7,26,2007,2,4,38
21019,7/1/2006,2006,3,7,26,2007,2,4,38
21020,6/18/2006,2006,2,6,25,2007,1,3,37
21021,6/18/2006,2006,2,6,25,2007,1,3,37
21022,7/7/2006,2006,3,7,27,2007,2,4,39
21023,7/7/2006,2006,3,7,27,2007,2,4,39
21024,7/7/2006,2006,3,7,27,2007,2,4,39
21025,7/7/2006,2006,3,7,27,2007,2,4,39
21026,6/8/2006,2006,2,6,23,2007,1,3,35
21027,6/20/2006,2006,2,6,25,2007,1,3,37
21028,6/20/2006,2006,2,6,25,2007,1,3,37
21029,6/9/2006,2006,2,6,23,2007,1,3,35
21030,6/9/2006,2006,2,6,23,2007,1,3,35
21031,1/4/2006,2006,1,1,1,2006,4,10,41
21032,1/4/2006,2006,1,1,1,2006,4,10,41
21033,9/2/2010,2010,3,9,36,2011,2,6,48
21034,9/2/2010,2010,3,9,36,2011,2,6,48
21035,1/28/2006,2006,1,1,4,2006,4,10,44
21036,4/22/2007,2007,2,4,17,2008,1,1,29
21037,7/21/2008,2008,3,7,30,2009,2,4,42
21038,7/21/2008,2008,3,7,30,2009,2,4,42
21039,7/30/2008,2008,3,7,31,2009,2,4,43
